participant_code,task,block,trial_index,trial_type,valence,image,stim_dur_s,isi_s,response_key,rt_s,accuracy,marker_code,device,n_channels,sampling_rate_hz,reference,montage_description,roi_n100,roi_p300,roi_lpp
ccccccccc,lpp_viewing,lpp,81,view,negative,stimuli/negative/neg_006.jpg,2.0,0.5,,,,5,Unicorn Hybrid Black,8,250,L/R mastoids,"Fz,C3,Cz,C4,Pz,PO7,Oz,PO8","PO7,Oz,PO8",Pz,Pz
ccccccccc,lpp_viewing,lpp,82,view,positive,stimuli/positive/pos_017.jpg,2.0,0.5,,,,3,Unicorn Hybrid Black,8,250,L/R mastoids,"Fz,C3,Cz,C4,Pz,PO7,Oz,PO8","PO7,Oz,PO8",Pz,Pz
ccccccccc,lpp_viewing,lpp,83,view,neutral,stimuli/neutral/neu_020.jpg,2.0,0.5,,,,4,Unicorn Hybrid Black,8,250,L/R mastoids,"Fz,C3,Cz,C4,Pz,PO7,Oz,PO8","PO7,Oz,PO8",Pz,Pz
ccccccccc,lpp_viewing,lpp,84,view,positive,stimuli/positive/pos_020.jpg,2.0,0.5,,,,3,Unicorn Hybrid Black,8,250,L/R mastoids,"Fz,C3,Cz,C4,Pz,PO7,Oz,PO8","PO7,Oz,PO8",Pz,Pz
ccccccccc,lpp_viewing,lpp,85,view,positive,stimuli/positive/pos_030.jpg,2.0,0.5,,,,3,Unicorn Hybrid Black,8,250,L/R mastoids,"Fz,C3,Cz,C4,Pz,PO7,Oz,PO8","PO7,Oz,PO8",Pz,Pz
ccccccccc,lpp_viewing,lpp,86,view,positive,stimuli/positive/pos_009.jpg,2.0,0.5,,,,3,Unicorn Hybrid Black,8,250,L/R mastoids,"Fz,C3,Cz,C4,Pz,PO7,Oz,PO8","PO7,Oz,PO8",Pz,Pz
ccccccccc,lpp_viewing,lpp,87,view,neutral,stimuli/neutral/neu_013.jpg,2.0,0.5,,,,4,Unicorn Hybrid Black,8,250,L/R mastoids,"Fz,C3,Cz,C4,Pz,PO7,Oz,PO8","PO7,Oz,PO8",Pz,Pz
ccccccccc,lpp_viewing,lpp,88,view,negative,stimuli/negative/neg_026.jpg,2.0,0.5,,,,5,Unicorn Hybrid Black,8,250,L/R mastoids,"Fz,C3,Cz,C4,Pz,PO7,Oz,PO8","PO7,Oz,PO8",Pz,Pz
ccccccccc,lpp_viewing,lpp,89,view,neutral,stimuli/neutral/neu_026.jpg,2.0,0.5,,,,4,Unicorn Hybrid Black,8,250,L/R mastoids,"Fz,C3,Cz,C4,Pz,PO7,Oz,PO8","PO7,Oz,PO8",Pz,Pz
ccccccccc,lpp_viewing,lpp,90,view,neutral,stimuli/neutral/neu_012.jpg,2.0,0.5,,,,4,Unicorn Hybrid Black,8,250,L/R mastoids,"Fz,C3,Cz,C4,Pz,PO7,Oz,PO8","PO7,Oz,PO8",Pz,Pz
